ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,dwae,mqae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score,index
478b32336c75aea985282ae0d9fd22f7,RRVAR,"{""method"": ""dmd"", ""rank"": 2, ""maxiter"": 200}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}}}",0,4,27.527478758134038,14753.09845963113,18524.278156838,0.98105388908248,106704.3139064056,8830.86659124164,5925.354933776006,0.21684632321191585,0.9571428571428572,0.4166666666666667,51472.19495283924,0.6035714285714285,25.948761365487947,10871.469325211145,25.56123027541018,14753.09845963113,18524.278156838,0.98105388908248,106704.3139064056,8830.86659124164,5925.354933776006,0.21684632321191585,51472.19495283924,0.6035714285714285,25.948761365487947,10871.469325211145,0.9571428571428572,0.4166666666666667,0.04425,26.60867779708987,
478b32336c75aea985282ae0d9fd22f7,RRVAR,"{""method"": ""dmd"", ""rank"": 2, ""maxiter"": 200}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}}}",0,4,27.527478758134038,14753.09845963113,18524.278156838,0.98105388908248,106704.3139064056,8830.86659124164,5925.354933776006,0.21684632321191585,0.9571428571428572,0.4166666666666667,51472.19495283924,0.6035714285714285,25.948761365487947,10871.469325211145,25.56123027541018,14753.09845963113,18524.278156838,0.98105388908248,106704.3139064056,8830.86659124164,5925.354933776006,0.21684632321191585,51472.19495283924,0.6035714285714285,25.948761365487947,10871.469325211145,0.9571428571428572,0.4166666666666667,0.04425,26.60867779708987,475.0
56b92d51593e109c305d2c84066c4246,TMF,"{""d"": 1, ""lambda0"": 0, ""rho"": 1e-07, ""rank"": 2, ""maxiter"": 100, ""inner_maxiter"": 10}","{""fillna"": ""median"", ""transformations"": {""0"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}}}",0,4,27.51595500771903,14702.836837835843,18590.783125058988,0.982905346815288,109664.15677513595,9002.524529326734,5703.417551582191,0.21682235315326093,0.9571428571428572,0.40476190476190477,52015.39000518397,0.6011904761904763,26.586044117824862,10723.767787754408,25.55052965002481,14702.836837835843,18590.783125058988,0.982905346815288,109664.15677513595,9002.524529326734,5703.417551582191,0.21682235315326093,52015.39000518397,0.6011904761904763,26.586044117824862,10723.767787754408,0.9571428571428572,0.40476190476190477,0.11315,26.638564189213305,574.0
6708046ffe3bfab6563dd517b786043f,DatepartRegression,"{""regression_model"": {""model"": ""SVM"", ""model_params"": {}}, ""datepart_method"": ""expanded"", ""polynomial_degree"": null, ""regression_type"": null}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""RobustScaler""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {}}}",0,4,27.53183835109264,14759.267135982926,18495.291032927904,0.9909500288940032,104871.08786627854,8740.764602832867,6021.5984368013815,0.22586010293686323,0.9535714285714286,0.39642857142857146,51949.46428571428,0.5857142857142857,25.898625500647523,10889.548964337411,24.85146618206967,14759.267135982926,18495.291032927904,0.9909500288940032,104871.08786627854,8740.764602832867,6021.5984368013815,0.22586010293686323,51949.46428571428,0.5857142857142857,25.898625500647523,10889.548964337411,0.9535714285714286,0.39642857142857146,0.113825,26.68264861048396,683.0
610809da94e8281b23febdf3a3bdd98f,MultivariateRegression,"{""regression_model"": {""model"": ""SVM"", ""model_params"": {}}, ""mean_rolling_periods"": null, ""macd_periods"": null, ""std_rolling_periods"": 7, ""max_rolling_periods"": 364, ""min_rolling_periods"": 28, ""quantile90_rolling_periods"": 5, ""quantile10_rolling_periods"": 10, ""ewm_alpha"": null, ""ewm_var_alpha"": null, ""additional_lag_periods"": null, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""datepart_method"": ""simple_2_poly"", ""polynomial_degree"": null, ""regression_type"": null, ""window"": null, ""holiday"": false, ""probabilistic"": false, ""cointegration"": null, ""cointegration_lag"": 2}","{""fillna"": ""quadratic"", ""transformations"": {""0"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}}}",0,4,27.579556033906634,14741.869755639098,18506.08787630322,0.98201875748569,106003.34359649122,8737.962202550689,6007.060254281537,0.21740389470471877,0.9571428571428572,0.4,51902.22556390978,0.5916666666666667,25.642853438480167,10857.457691102758,25.609587745770447,14741.869755639098,18506.08787630322,0.98201875748569,106003.34359649122,8737.962202550689,6007.060254281537,0.21740389470471877,51902.22556390978,0.5916666666666667,25.642853438480167,10857.457691102758,0.9571428571428572,0.4,0.724175,26.68305525780859,648.0
431595a2ffb333d8dd454ff738912d90,Theta,"{""deseasonalize"": false, ""difference"": false, ""use_test"": false, ""method"": ""auto"", ""period"": null, ""theta"": 1.2, ""use_mle"": false}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""Detrend"", ""2"": ""MaxAbsScaler""}, ""transformation_params"": {""0"": {""output_distribution"": ""uniform"", ""n_quantiles"": 23}, ""1"": {""model"": ""GLS"", ""phi"": 1, ""window"": null, ""transform_dict"": null}, ""2"": {}}}",0,4,27.51284494251112,14901.575130244517,18893.286970173926,0.9829647394780388,111453.22100500026,9933.933669820277,4970.80815771714,0.21632214995852567,0.9785714285714286,0.41071428571428575,53128.632977240275,0.6083333333333334,38.61288813062209,10757.181498495707,25.547641732331755,14901.575130244517,18893.286970173926,0.9829647394780388,111453.22100500026,9933.933669820277,4970.80815771714,0.21632214995852567,53128.632977240275,0.6083333333333334,38.61288813062209,10757.181498495707,0.9785714285714286,0.41071428571428575,0.292875,26.695290152552193,445.0
d2bedc2f8490d8b21dc79af038374ff1,DynamicFactor,"{""k_factors"": 10, ""factor_order"": 0, ""regression_type"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""RobustScaler"", ""2"": ""Detrend""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {}, ""2"": {""model"": ""GLS"", ""phi"": 1, ""window"": null, ""transform_dict"": null}}}",0,4,27.410527840493373,14756.376816865888,18523.62882318491,0.9822805348720571,106084.86676643747,8740.711893006763,6018.742944500754,0.2193099517900331,0.9761904761904763,0.39642857142857146,51986.813251059975,0.625,25.66888798723416,10869.793986564411,25.452632994743848,14756.376816865888,18523.62882318491,0.9822805348720571,106084.86676643747,8740.711893006763,6018.742944500754,0.2193099517900331,51986.813251059975,0.625,25.66888798723416,10869.793986564411,0.9761904761904763,0.39642857142857146,5.2816,26.699226736257188,1385.0
38ba964d3a467d69c2d5dcb00f8c8032,KalmanStateSpace,"{""state_transition"": [[1]], ""process_noise"": [[0.138]], ""observation_model"": [[1]], ""observation_noise"": 1.0}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""RobustScaler"", ""2"": ""MaxAbsScaler""}, ""transformation_params"": {""0"": {""output_distribution"": ""uniform"", ""n_quantiles"": 23}, ""1"": {}, ""2"": {}}}",0,4,27.424864559249016,14809.629155520817,18735.81005065635,0.984363924053583,113278.30695469213,9852.895700619029,4959.825806475838,0.2193423346638648,0.9785714285714286,0.39642857142857146,50687.906419156934,0.6333333333333334,27.251657652655172,10749.40092056442,25.465945662159804,14809.629155520817,18735.81005065635,0.984363924053583,113278.30695469213,9852.895700619029,4959.825806475838,0.2193423346638648,50687.906419156934,0.6333333333333334,27.251657652655172,10749.40092056442,0.9785714285714286,0.39642857142857146,0.020375,26.751382710841114,375.0
75a69cdecd2416b28d7cb57af0297d0b,UnobservedComponents,"{""level"": ""irregular"", ""maxiter"": 50, ""cov_type"": ""opg"", ""method"": ""lbfgs"", ""autoregressive"": null, ""regression_type"": null}","{""fillna"": ""zero"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""QuantileTransformer"", ""2"": ""SeasonalDifference"", ""3"": ""MeanDifference""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 23}, ""2"": {""lag_1"": 7, ""method"": ""Median""}, ""3"": {}}}",0,4,27.83278228265961,15817.035591448279,20114.764388033847,1.1396623664268977,120285.42366318633,8664.481322359668,7155.684185996579,0.21800847807869006,0.9738095238095239,0.44523809523809527,60347.21490727848,0.5797619047619047,43.35745354373186,11199.629446541161,24.400111172272236,15817.035591448279,20114.764388033847,1.1396623664268977,120285.42366318633,8664.481322359668,7155.684185996579,0.21800847807869006,60347.21490727848,0.5797619047619047,43.35745354373186,11199.629446541161,0.9738095238095239,0.44523809523809527,0.12514999999999998,26.75245144802635,788.0
cbc1d4ba058dabe21697da16e913dd23,AverageValueNaive,"{""method"": ""Weighted_Mean"", ""window"": null}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""RobustScaler"", ""2"": ""SeasonalDifference"", ""3"": ""bkfilter"", ""4"": ""MeanDifference""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {}, ""2"": {""lag_1"": 7, ""method"": ""Median""}, ""3"": {}, ""4"": {}}}",0,4,28.432005486066572,16083.70066432408,20319.736787314112,1.1941602300254137,125208.10247265972,10392.527975387775,5694.367213454772,0.21760273975903194,0.9750000000000001,0.45833333333333337,60790.25548438424,0.6059523809523809,41.97532035035621,11269.261085883769,24.370290416628492,16083.70066432408,20319.736787314112,1.1941602300254137,125208.10247265972,10392.527975387775,5694.367213454772,0.21760273975903194,60790.25548438424,0.6059523809523809,41.97532035035621,11269.261085883769,0.9750000000000001,0.45833333333333337,0.036525,26.824976451017612,1333.0
